name	*name	szFlavorText	compactsave	version	level	levelreq	rarity	spawnable	speed	nodurability	cost	gamble cost	auto prefix	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	normcode	ubercode	ultracode	PermStoreItem	multibuy	Nameable	*eol
Halls of Torture Map	Halls of Torture Map		0	100	60	80	1	1	0	1	10		332	t17	t17	t17	16	1	1	0	0	0	flprsc	invmap_torturehalls			0	xxx	2		1	0	t2m	t2me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				193		2					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t17						0
Outer Void Map	Outer Void Map		0	100	80	80	1	0	0	1	10			t55	t55	t55	16	1	1	0	0	0	flprsc	invmprd			0	xxx			1	0	t5m	t5me	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			584	-1	12				180		3					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t55						0
Test Map	Ruined Cistern		0	100	80	80	1	0	0	1	10		333	t69	t69	t16	16	1	1	0	0	0	flprsc	a2sewersmap			0	xxx	1		1	0	t3m	t3me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			0	-1					194		3					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t69						0
Arrows2	Sharp Arrows		0	100	25	25	1	1	0	1	256		322	aqv2	aqv	aqv2	16	1	3	1	2	2	flpqvr	invqvr			0	xxx			0	0	bowq		item_quiver	12	item_quiver	0	0	5	0	0	0	1	100	350	200			0	-1						dmg-min	6	dmg-max	8			1	StrEndless		0	0	0	non	1	3	5			255	1	3			255					255	3	4	3	4	255					255					255	3	4	3	4	255					255					255	2	3			255	2	3			255					255	3	4			255					255	3	4			255	3	4			255					255			0	8	0	xxx	aqv3			aqv	aqv2	aqv3	1		1	0
Arrows3	Razor Arrows		0	100	45	45	1	1	0	1	256		323	aqv3	aqv	aqv3	16	1	3	1	2	2	flpqvr	invqvr			0	xxx			0	0	bowq		item_quiver	12	item_quiver	0	0	5	0	0	0	1	100	350	200			0	-1						dmg-min	10	dmg-max	14			1	StrEndless		0	0	0	non	1	3	5			255	1	3			255					255	3	4	3	4	255					255					255	3	4	3	4	255					255					255	2	3			255	2	3			255					255	3	4			255					255	3	4			255	3	4			255					255			0	8	0	xxx	xxx			aqv	aqv2	aqv3	1		1	0
Bolts2	Heavy Bolts		0	100	25	25	1	1	0	1	256		325	cqv2	cqv	cqv2	16	1	3	1	2	2	flpqvr	invcqv			0	xxx			0	0	xboq		item_quiver	12	item_quiver	0	0	5	0	0	0	1	60	250	150			0	-1												1	StrEndless		0	0	0	non	1	2	4			255	2	4			255					255	3	4	3	4	255					255					255	3	4	3	4	255					255					255	2	3			255	2	3			255					255	3	4			255					255	3	4			255	3	4			255					255			0	8	0	xxx	cqv3			cqv	cqv2	cqv3	1		1	0
Bolts3	War Bolts		0	100	45	45	1	1	0	1	256		326	cqv3	cqv	cqv3	16	1	3	1	2	2	flpqvr	invcqv			0	xxx			0	0	xboq		item_quiver	12	item_quiver	0	0	5	0	0	0	1	60	250	150			0	-1												1	StrEndless		0	0	0	non	1	2	4			255	2	4			255					255	3	4	3	4	255					255					255	3	4	3	4	255					255					255	2	3			255	2	3			255					255	3	4			255					255	3	4			255	3	4			255					255			0	8	0	xxx	xxx			cqv	cqv2	cqv3	1		1	0
Ureh City Map	Ureh City Map		0	100	80	80	1	1	0	1	10			t56	t56	t56	16	1	1	0	0	0	flprsc	invmprd			0	xxx			1	0	t5m	t5me	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			584	-1	12				195		3					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t56						0
Djinns Domain Map	Djinns Domain Map		0	100	80	80	1	1	0	1	10			t57	t57	t57	16	1	1	0	0	0	flprsc	invmprd			0	xxx			1	0	t5m	t5me	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			584	-1	12				197		2					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t57						0
Na-Krul's Abyss Map	Na-Krul's Abyss Map		0	100	80	80	1	1	0	1	10			t58	t58	t58	16	1	1	0	0	0	flprsc	invmprd			0	xxx			1	0	t5m	t5me	item_scroll	10	item_scroll	0	0	5	0	0	0	0	0	0	0			584	-1	12				200		1					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t58						0
Kyovoshad Map	Kyovoshad		0	100	60	80	1	1	0	1	10			t3b	t3b	t3b	16	1	1	0	0	0	flprsc	invmap_kyovashad			0	xxx	3		1	0	t3m	t3me	item_scroll	10	item_scroll	0	0	5	0	0	0	1	1	50	1			584	-1	12				201		3					2	MapTier	1	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			t3b						0
Invader Ear Assassin	Invader Ear Assassin		0	100	80	0	1	1	0	1	10			ivea	ivea	ivea	16	1	1	0	0	0	flpear	inv_ear_assassin			0	xxx			0	0	ubr		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	1	1	50	1			0	-1							1					1	iveaDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			ivea						0
Invader Ear Amazon	Invader Ear Amazon		0	100	80	0	1	1	0	1	10			ivez	ivez	ivez	16	1	1	0	0	0	flpear	inv_ear_amazon			0	xxx			0	0	ubr		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	1	1	50	1			0	-1							1					1	ivezDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			ivez						0
Invader Ear Barbarian	Invader Ear Barbarian		0	100	80	0	1	1	0	1	10			iveb	iveb	iveb	16	1	1	0	0	0	flpear	inv_ear_barbarian			0	xxx			0	0	ubr		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	1	1	50	1			0	-1							1					1	ivebDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			iveb						0
Invader Ear Druid	Invader Ear Druid		0	100	80	0	1	1	0	1	10			ived	ived	ived	16	1	1	0	0	0	flpear	inv_ear_druid			0	xxx			0	0	ubr		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	1	1	50	1			0	-1							1					1	ivedDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			ived						0
Invader Ear Necromancer	Invader Ear Necromancer		0	100	80	0	1	1	0	1	10			iven	iven	iven	16	1	1	0	0	0	flpear	inv_ear_necromancer			0	xxx			0	0	ubr		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	1	1	50	1			0	-1							1					1	ivenDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			iven						0
Invader Ear Paladin	Invader Ear Paladin		0	100	80	0	1	1	0	1	10			ivep	ivep	ivep	16	1	1	0	0	0	flpear	inv_ear_paladin			0	xxx			0	0	ubr		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	1	1	50	1			0	-1							1					1	ivepDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			ivep						0
Invader Ear Sorceress	Invader Ear Sorceress		0	100	80	0	1	1	0	1	10			ives	ives	ives	16	1	1	0	0	0	flpear	inv_ear_sorceress			0	xxx			0	0	ubr		item_monsterguts	14	item_monsterguts	0	0	5	0	0	0	1	1	50	1			0	-1							1					1	ivesDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			ives						0
Eternal Coin	Eternal Coin		0	100	99	0	1	1	0	1	250000			ncoi	ncoi	ncoi	16	1	1	0	0	0	flpnorb	invcoi			0	xxx			0	0	norb		item_gem	14	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	ncoiDesc		0	0	0	non	0					255					255	1	1			255					255					255	1	1			255					255					255	1	1			255					255					255					255					255	1	1			255					255	1	1			255	1	1			255			0	0	0	xxx	xxx			ncoi			1	1		0
PD2 Sanctuary of Exile Info	PD2 Sanctuary of Exile		0	100	99	0	1	1	0	1	1			pdsp	pdsp	pdsp	16	1	1	0	0	0	flpwps	invxyz			0	xxx			0	0	norb		item_gem	14	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	pdspDesc		0	0	0	non	0					255					255	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			pdsp			1			0
Mythic Jewel	Mythic Jewel		0	100	1	1	1	1	0	1	1000			mjw	gpw	mjw	16	1	1	0	0	0	flpgsw	invpjwl			0	xxx			0	0	mjwg		item_jewel	12	item_jewel	0	0	5	0	0	0	0	0	0	0			0	-1															0	0	0	non	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			mjw						0
Jeweller's Prism	Jeweller's Prism		0	100	1	0	1	1	0	1	556032			jewp	jewp	jewp	16	1	1	0	0	0		invjewp			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	jewpDesc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	1			255					255			0	0	0	xxx	xxx			jewp			1	1		0
Sacred Orb of Delirium	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr01	sr01	sr01	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror01Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr01						0
Sacred Orb of Flickering Flame	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr02	sr02	sr02	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror02Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr02						0
Sacred Orb of Dream (Helmet)	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr03	sr03	sr03	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror03Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr03						0
Sacred Orb of Ferocity	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr04	sr04	sr04	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror04Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr04						0
Sacred Orb of Enlightement	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr05	sr05	sr05	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror05Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr05						0
Sacred Orb of Duress	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr06	sr06	sr06	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror06Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr06						0
Sacred Orb of Stone	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr07	sr07	sr07	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror07Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr07						0
Sacred Orb of Gloom	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr08	sr08	sr08	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror08Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr08						0
Sacred Orb of Bone	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr09	sr09	sr09	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror09Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr09						0
Sacred Orb of Prudence	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr10	sr10	sr10	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror10Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr10						0
Sacred Orb of Rain	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr11	sr11	sr11	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror11Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr11						0
Sacred Orb of Principle	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr12	sr12	sr12	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror12Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr12						0
Sacred Orb of Fortitude	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr13	sr13	sr13	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror13Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr13						0
Sacred Orb of Bramble	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr14	sr14	sr14	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror14Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr14						0
Sacred Orb of Dragon (chest)	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr15	sr15	sr15	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror15Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr15						0
Sacred Orb of Honor	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr16	sr16	sr16	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror16Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr16						0
Sacred Orb of Enigma	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr17	sr17	sr17	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror17Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr17						0
Sacred Orb of Innocence	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr18	sr18	sr18	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror18Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr18						0
Sacred Orb of Spirit (shield)	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr19	sr19	sr19	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror19Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr19						0
Sacred Orb of Sanctuary	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr20	sr20	sr20	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror20Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr20						0
Sacred Orb of Exile	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr21	sr21	sr21	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror21Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr21						0
Sacred Orb of Epiphany	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr22	sr22	sr22	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror22Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr22						0
Sacred Orb of Dragon (shield)	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr23	sr23	sr23	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror23Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr23						0
Sacred Orb of Dream (shield)	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr24	sr24	sr24	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror24Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr24						0
Sacred Orb of Phoenix	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr25	sr25	sr25	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror25Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr25						0
Sacred Orb of Shattered Wall	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr26	sr26	sr26	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror26Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr26						0
Sacred Orb of Zenith	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr27	sr27	sr27	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror27Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr27						0
Sacred Orb of Dying	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr28	sr28	sr28	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror28Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr28						0
Sacred Orb of Obsession	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr29	sr29	sr29	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror29Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr29						0
Sacred Orb of Asylum	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr30	sr30	sr30	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror30Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr30						0
Sacred Orb of Pride	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr31	sr31	sr31	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror31Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr31						0
Sacred Orb of Justice	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr32	sr32	sr32	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror32Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr32						0
Sacred Orb of Doom	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr33	sr33	sr33	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror33Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr33						0
Sacred Orb of Dominion	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr34	sr34	sr34	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror34Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr34						0
Sacred Orb of Mist	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr35	sr35	sr35	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror35Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr35						0
Sacred Orb of Plague	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr36	sr36	sr36	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror36Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr36						0
Sacred Orb of Rapture	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr37	sr37	sr37	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror37Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr37						0
Sacred Orb of Last Wish	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr38	sr38	sr38	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror38Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr38						0
Sacred Orb of Destruction	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr39	sr39	sr39	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror39Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr39						0
Sacred Orb of Phoenix (weapon)	Sacred Orb		0	100	1	0	1	1	0	1	1112065			sr40	sr40	sr40	16	1	1	0	0	0	flpnorb	invreso			0	xxx			0	0	norb		item_gem	12	item_gem	0	0	5	0	0	0	1	1	50	1			0	-1												1	sror40Desc		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx			sr40						0
